date,open,high,low,close,adj_close,volume
9/3/2002,0.936429024,0.963571012,0.913571,0.925000012,0.925000012,1593200
9/4/2002,0.925714016,0.945713997,0.907857001,0.928570986,0.928570986,373800
9/5/2002,0.917856991,0.935714006,0.910713971,0.917856991,0.917856991,285600
9/6/2002,0.927856982,0.935714006,0.910713971,0.914286017,0.914286017,763000
9/9/2002,0.919286013,0.925000012,0.892857015,0.901428998,0.901428998,1419600
9/10/2002,0.90071398,0.949999988,0.889285982,0.944999993,0.944999993,4746000
9/11/2002,0.938570976,0.976428986,0.938570976,0.961429,0.961429,1629600
9/12/2002,0.962857008,0.967142999,0.914286017,0.925000012,0.925000012,1943200
9/13/2002,0.921428978,0.927142978,0.864286005,0.878570974,0.878570974,2485000
9/16/2002,0.892143011,0.892143011,0.852856994,0.857142985,0.857142985,3512600
9/17/2002,0.863570988,0.864286005,0.824999988,0.829999983,0.829999983,2863000
9/18/2002,0.836429,0.841428995,0.785000026,0.787856996,0.787856996,1521800
9/19/2002,0.785000026,0.785713971,0.717857003,0.72428602,0.72428602,4978400
9/20/2002,0.753570974,0.767857015,0.699999988,0.707857013,0.707857013,3484600
9/23/2002,0.714286029,0.732142985,0.705713987,0.711429,0.711429,4839800
9/24/2002,0.711429,0.725000024,0.689285994,0.717857003,0.717857003,3747800
9/25/2002,0.72428602,0.75,0.707857013,0.732142985,0.732142985,1457400
9/26/2002,0.748570979,0.782857001,0.728570998,0.782857001,0.782857001,4162200
9/27/2002,0.776428998,0.784286022,0.712143004,0.720000029,0.720000029,5105800
9/30/2002,0.707143009,0.72142899,0.689285994,0.692857027,0.692857027,4837000
10/1/2002,0.709285975,0.709999979,0.660713971,0.678570986,0.678570986,3850000
10/2/2002,0.688570976,0.688570976,0.560714006,0.578571022,0.578571022,9314200
10/3/2002,0.569285989,0.569999993,0.489286005,0.517857015,0.517857015,9765000
10/4/2002,0.517857015,0.531428993,0.447142988,0.468571007,0.468571007,8433600
10/7/2002,0.449999988,0.458570987,0.382142991,0.412142992,0.412142992,15724800
10/8/2002,0.410714,0.427857012,0.39071399,0.405000001,0.405000001,4531800
10/9/2002,0.409999996,0.410714,0.347142994,0.372857004,0.372857004,5982200
10/10/2002,0.377857,0.524999976,0.34642899,0.506429017,0.506429017,13577200
10/11/2002,0.508571029,0.52857101,0.446429014,0.470714003,0.470714003,13281800
10/14/2002,0.464286,0.535000026,0.463571012,0.534286022,0.534286022,5272400
10/15/2002,0.542856991,0.585713983,0.542142987,0.550000012,0.550000012,4125800
10/16/2002,0.529286027,0.532857001,0.442856997,0.459286004,0.459286004,5800200
10/17/2002,0.472142994,0.585713983,0.47142899,0.550000012,0.550000012,7481600
10/18/2002,0.585713983,0.735714018,0.585713983,0.682856977,0.682856977,24904600
10/21/2002,0.638571024,0.664286017,0.608570993,0.636429012,0.636429012,9686600
10/22/2002,0.635713995,0.643571019,0.617856979,0.625,0.625,4263000
10/23/2002,0.625,0.625,0.585713983,0.589286029,0.589286029,3539200
10/24/2002,0.606428981,0.606428981,0.553570986,0.579285979,0.579285979,2431800
10/25/2002,0.579999983,0.685000002,0.567857027,0.642857015,0.642857015,6447000
10/28/2002,0.664286017,0.707143009,0.649999976,0.685714006,0.685714006,5647600
10/29/2002,0.675000012,0.678570986,0.632857025,0.657142997,0.657142997,2004800
10/30/2002,0.663571,0.665714025,0.635713995,0.641429007,0.641429007,1423800
10/31/2002,0.636429012,0.642857015,0.623570979,0.64071399,0.64071399,1659000
11/1/2002,0.628570974,0.642857015,0.607142985,0.638571024,0.638571024,2126600
11/4/2002,0.642857015,0.702857018,0.639285982,0.671428978,0.671428978,3589600
11/5/2002,0.672142982,0.676428974,0.65071398,0.651428998,0.651428998,1045800
11/6/2002,0.664286017,0.664286017,0.612856984,0.629285991,0.629285991,7032200
11/7/2002,0.632143021,0.63785702,0.592857003,0.592857003,0.592857003,2585800
11/8/2002,0.605000019,0.612856984,0.553570986,0.610714018,0.610714018,4922400
11/11/2002,0.607142985,0.607142985,0.585713983,0.600714028,0.600714028,371000
11/12/2002,0.600000024,0.614286005,0.572143018,0.577857018,0.577857018,2191000
11/13/2002,0.579285979,0.642857015,0.555714011,0.641429007,0.641429007,3231200
11/14/2002,0.642857015,0.644999981,0.618570983,0.618570983,0.618570983,931000
11/15/2002,0.642143011,0.65357101,0.589286029,0.649999976,0.649999976,2045400
11/18/2002,0.648571014,0.780713975,0.625,0.77857101,0.77857101,10061800
11/19/2002,0.720000029,0.720713973,0.623570979,0.664286017,0.664286017,28194600
11/20/2002,0.674286008,0.727856994,0.660713971,0.717142999,0.717142999,10085600
11/21/2002,0.728570998,0.785713971,0.717857003,0.785713971,0.785713971,10516800
11/22/2002,0.757143021,0.800000012,0.752143025,0.786428988,0.786428988,4492600
11/25/2002,0.792856991,0.796428978,0.753570974,0.792856991,0.792856991,4771200
11/26/2002,0.771429002,0.785713971,0.748570979,0.749285996,0.749285996,1771000
11/27/2002,0.761429012,0.76571399,0.743570983,0.751429021,0.751429021,1069600
11/29/2002,0.75,0.795000017,0.742856979,0.774999976,0.774999976,932400
12/2/2002,0.742856979,0.796428978,0.72428602,0.761429012,0.761429012,2009000
12/3/2002,0.75,0.789286017,0.739286005,0.770713985,0.770713985,1164800
12/4/2002,0.742856979,0.75,0.696429014,0.709999979,0.709999979,2468200
12/5/2002,0.858570993,0.864286005,0.769999981,0.785713971,0.785713971,12632200
12/6/2002,0.785000026,0.797856987,0.737856984,0.782142997,0.782142997,3883600
12/9/2002,0.795714021,0.800000012,0.763571024,0.799286008,0.799286008,4068400
12/10/2002,0.800000012,0.872856975,0.799286008,0.871429026,0.871429026,3236800
12/11/2002,0.854286015,0.928570986,0.840713978,0.897143006,0.897143006,4895800
12/12/2002,0.905713975,0.914286017,0.885713995,0.90071398,0.90071398,2534000
12/13/2002,0.899999976,0.914286017,0.860714018,0.892857015,0.892857015,1395800
12/16/2002,0.898571014,0.927856982,0.867856979,0.913571,0.913571,2098600
12/17/2002,0.914286017,0.927142978,0.892857015,0.906428993,0.906428993,1680000
12/18/2002,0.896429002,0.898571014,0.763571024,0.785000026,0.785000026,13378400
12/19/2002,0.770713985,0.799286008,0.758571029,0.771429002,0.771429002,3781400
12/20/2002,0.764285982,0.771429002,0.728570998,0.764285982,0.764285982,4384800
12/23/2002,0.739286005,0.760713995,0.727856994,0.732142985,0.732142985,3311000
12/24/2002,0.728570998,0.732142985,0.699285984,0.707143009,0.707143009,4895800
12/26/2002,0.702143013,0.714286029,0.684285998,0.696429014,0.696429014,2122400
12/27/2002,0.692857027,0.708571017,0.685714006,0.690714002,0.690714002,4592000
12/30/2002,0.703571022,0.714286029,0.685714006,0.713571012,0.713571012,5198200
12/31/2002,0.712857008,0.800000012,0.692857027,0.786428988,0.786428988,11369400
1/2/2003,0.84642899,0.899999976,0.810714006,0.817857027,0.817857027,8397200
1/3/2003,0.850000024,0.850000024,0.771429002,0.77285701,0.77285701,3248000
1/6/2003,0.785713971,0.800000012,0.762143016,0.792856991,0.792856991,3003000
1/7/2003,0.771429002,0.795714021,0.771429002,0.783571005,0.783571005,1937600
1/8/2003,0.771429002,0.857142985,0.762143016,0.814999998,0.814999998,5356400
1/9/2003,0.824999988,0.845713973,0.809285998,0.838571012,0.838571012,5322800
1/10/2003,0.834999979,0.907142997,0.828571022,0.886429012,0.886429012,5434800
1/13/2003,0.857856989,0.883571029,0.855000019,0.867142975,0.867142975,4408600
1/14/2003,0.871429026,0.882143021,0.836429,0.860000014,0.860000014,2549400
1/15/2003,0.84928602,0.882143021,0.847856998,0.871429026,0.871429026,9430400
1/16/2003,0.907142997,0.956429005,0.857142985,0.857142985,0.857142985,18653600
1/17/2003,0.842857003,0.850000024,0.789286017,0.817143023,0.817143023,5364800
1/21/2003,0.826429009,0.850000024,0.792856991,0.814285994,0.814285994,6081600
1/22/2003,0.812856972,0.853570998,0.805714011,0.828571022,0.828571022,4173400
1/23/2003,0.850714028,0.905713975,0.835713983,0.870000005,0.870000005,7219800
1/24/2003,0.875,0.884285986,0.84642899,0.880713999,0.880713999,6353200
1/27/2003,0.864286005,0.877143025,0.836429,0.877143025,0.877143025,3439800
1/28/2003,0.85928601,0.917856991,0.850714028,0.896429002,0.896429002,4946200
1/29/2003,0.899999976,0.899999976,0.845000029,0.881429017,0.881429017,2956800
1/30/2003,0.892857015,0.911428988,0.882143021,0.902143002,0.902143002,3700200
1/31/2003,0.905713975,0.946429014,0.889999986,0.942857027,0.942857027,4019400
2/3/2003,0.938570976,0.941429019,0.892857015,0.914286017,0.914286017,2836400
2/4/2003,0.899999976,0.910713971,0.860714018,0.878570974,0.878570974,2039800
2/5/2003,0.875714004,0.885713995,0.844286025,0.852856994,0.852856994,3484600
2/6/2003,0.854286015,0.857142985,0.824285984,0.832143009,0.832143009,3735200
2/7/2003,0.842857003,0.875,0.834999979,0.870000005,0.870000005,5016200
2/10/2003,0.873570979,0.912142992,0.867856979,0.89071399,0.89071399,7305200
2/11/2003,0.921428978,0.935714006,0.90071398,0.927142978,0.927142978,4790800
2/12/2003,0.954999983,0.957143009,0.928570986,0.948571026,0.948571026,5615400
2/13/2003,0.950713992,0.950713992,0.944285989,0.944285989,0.944285989,6092800
2/14/2003,0.952143013,1.019999981,0.947143018,1.017143011,1.017143011,8435000
2/18/2003,1.022143006,1.056429029,1.00285697,1.047142982,1.047142982,6267800
2/19/2003,1.058570981,1.08928597,1.048570991,1.081429005,1.081429005,5118400
2/20/2003,1.106428981,1.125,1.074285984,1.098570943,1.098570943,6339200
2/21/2003,1.100000024,1.100000024,1.032856941,1.064285994,1.064285994,6255200
2/24/2003,1.024286032,1.042142987,1.000713944,1.00285697,1.00285697,12339600
2/25/2003,0.986428976,1.060714006,0.964999974,1.046429038,1.046429038,4629800
2/26/2003,1.054286003,1.059999943,1.006428957,1.039286017,1.039286017,3878000
2/27/2003,1.058570981,1.178570986,1.054999948,1.178570986,1.178570986,23119600
2/28/2003,1.187857032,1.228571057,1.164286017,1.222143054,1.222143054,11879000
3/3/2003,1.207857013,1.220000029,1.125,1.139999986,1.139999986,15797600
3/4/2003,1.142143011,1.172142982,1.110000014,1.167857051,1.167857051,5565000
3/5/2003,1.168570995,1.168570995,1.125713944,1.15357101,1.15357101,3498600
3/6/2003,1.164999962,1.177857041,1.142856956,1.164286017,1.164286017,3455200
3/7/2003,1.141428947,1.185714006,1.125,1.149286032,1.149286032,4853800
3/10/2003,1.141428947,1.164286017,1.12214303,1.123571038,1.123571038,3424400
3/11/2003,1.123571038,1.125,1.071429014,1.107143044,1.107143044,5531400
3/12/2003,1.103571057,1.107856989,1.064285994,1.075713992,1.075713992,5751200
3/13/2003,1.097143054,1.183570981,1.08928597,1.16071403,1.16071403,7560000
3/14/2003,1.185714006,1.210713983,1.170714021,1.182142973,1.182142973,6129200
3/17/2003,1.184285998,1.292142987,1.118571043,1.28571403,1.28571403,16616600
3/18/2003,1.321429014,1.370000005,1.290714025,1.33928597,1.33928597,21091000
3/19/2003,1.363571048,1.398571014,1.335713983,1.374286056,1.374286056,16062200
3/20/2003,1.389286041,1.406429052,1.329285979,1.345000029,1.345000029,14603400
3/21/2003,1.36500001,1.40071404,1.307857037,1.325000048,1.325000048,8150800
3/24/2003,1.304999948,1.328570962,1.267856956,1.28571403,1.28571403,8996400
3/25/2003,1.28571403,1.392143011,1.282142997,1.375,1.375,12602800
3/26/2003,1.385714054,1.481428981,1.375,1.47142899,1.47142899,18580800
3/27/2003,1.46428597,1.565000057,1.442857027,1.552142978,1.552142978,30632000
3/28/2003,1.553570986,1.595000029,1.479285955,1.504286051,1.504286051,26143600
3/31/2003,1.442142963,1.507143021,1.436429024,1.453570962,1.453570962,8283800
4/1/2003,1.46428597,1.470000029,1.325713992,1.354285955,1.354285955,17019800
4/2/2003,1.428570986,1.472143054,1.397143006,1.417142987,1.417142987,22761200
4/3/2003,1.442857027,1.446429014,1.397143006,1.428570986,1.428570986,8033200
4/4/2003,1.440000057,1.459285975,1.388571024,1.396428943,1.396428943,5884200
4/7/2003,1.442857027,1.517856956,1.411429048,1.424999952,1.424999952,10315200
4/8/2003,1.420714021,1.47142899,1.364285946,1.441429019,1.441429019,6265000
4/9/2003,1.482143044,1.485713959,1.428570986,1.457142949,1.457142949,5864600
4/10/2003,1.463570952,1.511428952,1.436429024,1.501428962,1.501428962,5419400
4/11/2003,1.5,1.549999952,1.475000024,1.483571053,1.483571053,4790800
4/14/2003,1.450713992,1.478571057,1.435714006,1.442857027,1.442857027,5355000
4/15/2003,1.435714006,1.450000048,1.408571005,1.439285994,1.439285994,6311200
4/16/2003,1.448570967,1.472856998,1.435714006,1.469285965,1.469285965,4533200
4/17/2003,1.475000024,1.571429014,1.469285965,1.568570971,1.568570971,13462400
4/21/2003,1.692857027,1.763571024,1.614285946,1.759286046,1.759286046,48573000
4/22/2003,1.748571038,1.748571038,1.602856994,1.640714049,1.640714049,30570400
4/23/2003,1.647143006,1.649286032,1.432142973,1.480000019,1.480000019,36787800
4/24/2003,1.467143059,1.62785697,1.450000048,1.572857022,1.572857022,35765800
4/25/2003,1.570713997,1.585713983,1.492143035,1.510714054,1.510714054,14922600
4/28/2003,1.5,1.58928597,1.5,1.582857013,1.582857013,22727600
4/29/2003,1.579285979,1.642856956,1.579285979,1.628571033,1.628571033,20129200
4/30/2003,1.63499999,1.662857056,1.553570986,1.628571033,1.628571033,11071200
5/1/2003,1.619285941,1.631428957,1.59642899,1.607143044,1.607143044,14984200
5/2/2003,1.603571057,1.642856956,1.600000024,1.616428971,1.616428971,12334000
5/5/2003,1.601428986,1.742143035,1.601428986,1.669286013,1.669286013,14449400
5/6/2003,1.669286013,1.727856994,1.635714054,1.658571005,1.658571005,14964600
5/7/2003,1.658571005,1.700000048,1.632143021,1.687857032,1.687857032,13473600
5/8/2003,1.664999962,1.672142982,1.626428962,1.634286046,1.634286046,10046400
5/9/2003,1.635714054,1.649999976,1.592857003,1.615713954,1.615713954,5926200
5/12/2003,1.63499999,1.710713983,1.621428967,1.680714011,1.680714011,11788000
5/13/2003,1.692857027,1.803570986,1.682142973,1.796429038,1.796429038,18207000
5/14/2003,1.848570943,1.852143049,1.73714304,1.748571038,1.748571038,19117000
5/15/2003,1.755714059,1.784286022,1.725000024,1.74714303,1.74714303,10684800
5/16/2003,1.751428962,1.757143021,1.642856956,1.699285984,1.699285984,12966800
5/19/2003,1.664286017,1.672857046,1.466428995,1.485000014,1.485000014,30472400
5/20/2003,1.524999976,1.567857027,1.467857003,1.553570986,1.553570986,20209000
5/21/2003,1.554286003,1.556429029,1.482856989,1.513571024,1.513571024,9451400
5/22/2003,1.51285696,1.631428957,1.507143021,1.613571048,1.613571048,14278600
5/23/2003,1.633571029,1.657142997,1.578570962,1.580000043,1.580000043,8171800
5/27/2003,1.575000048,1.639286041,1.571429014,1.620713949,1.620713949,13883800
5/28/2003,1.629286051,1.674999952,1.553570986,1.614285946,1.614285946,10127600
5/29/2003,1.610000014,1.643571019,1.579285979,1.628571033,1.628571033,7277200
5/30/2003,1.630714059,1.639286041,1.582142949,1.607143044,1.607143044,10476200
6/2/2003,1.607856989,1.732143044,1.607856989,1.664286017,1.664286017,17547600
6/3/2003,1.663571,1.718570948,1.646428943,1.704285979,1.704285979,8548400
6/4/2003,1.722143054,1.799999952,1.715000033,1.742856979,1.742856979,12420800
6/5/2003,1.749286056,1.817142963,1.687857032,1.815000057,1.815000057,13104000
6/6/2003,1.838570952,1.882143021,1.664286017,1.686429024,1.686429024,19174400
6/9/2003,1.687142968,1.692142963,1.607143044,1.642856956,1.642856956,12731600
6/10/2003,1.572857022,1.684285998,1.48714304,1.621428967,1.621428967,62433000
6/11/2003,1.580000043,1.632143021,1.564285994,1.603571057,1.603571057,17973200
6/12/2003,1.585000038,1.606428981,1.515714049,1.565714002,1.565714002,18457600
6/13/2003,1.514999986,1.524999976,1.289286017,1.371428967,1.371428967,66024000
6/16/2003,1.388571024,1.554999948,1.385714054,1.553570986,1.553570986,32225200
6/17/2003,1.559999943,1.592857003,1.508571029,1.514999986,1.514999986,17542000
6/18/2003,1.526429057,1.562142968,1.508571029,1.532856941,1.532856941,11001200
6/19/2003,1.52857101,1.582142949,1.52857101,1.569285989,1.569285989,15425200
6/20/2003,1.583570957,1.610713959,1.514999986,1.549999952,1.549999952,13018600
6/23/2003,1.539999962,1.560714006,1.516428947,1.53571403,1.53571403,8699600
6/24/2003,1.52857101,1.712857008,1.52857101,1.632143021,1.632143021,33681200
6/25/2003,1.678570986,1.72428596,1.610713959,1.651429057,1.651429057,18978400
6/26/2003,1.658571005,1.800714016,1.651429057,1.777143002,1.777143002,32257400
6/27/2003,1.784999967,1.84928596,1.765714049,1.77857101,1.77857101,18111800
6/30/2003,1.792142987,1.874286056,1.779286027,1.825000048,1.825000048,26012000
7/1/2003,1.828570962,1.828570962,1.732856989,1.767856956,1.767856956,12356400
7/2/2003,1.854285955,1.96428597,1.833570957,1.940000057,1.940000057,39071200
7/3/2003,1.921429038,1.992856979,1.914286017,1.982143044,1.982143044,8202600
7/7/2003,1.96428597,2.042856932,1.878571033,1.914286017,1.914286017,19467000
7/8/2003,1.928570986,1.97142899,1.91071403,1.959285975,1.959285975,10750600
7/9/2003,1.957142949,2.00285697,1.921429038,1.968570948,1.968570948,9632000
7/10/2003,1.955000043,1.995713949,1.907142997,1.922142982,1.922142982,8754200
7/11/2003,1.90071404,1.946429014,1.858571053,1.892143011,1.892143011,7936600
7/14/2003,1.902856946,2.039285898,1.892143011,2.00999999,2.00999999,11862200
7/15/2003,1.904999971,2.001429081,1.868571043,1.884286046,1.884286046,17588200
7/16/2003,1.90357101,1.928570986,1.75,1.820000052,1.820000052,13533800
7/17/2003,1.802857041,1.820000052,1.754999995,1.805714011,1.805714011,17141600
7/18/2003,1.822142959,1.824285984,1.610713959,1.725000024,1.725000024,36236200
7/21/2003,1.725713968,1.725713968,1.640714049,1.680714011,1.680714011,10924200
7/22/2003,1.680714011,1.784999967,1.677142978,1.764286041,1.764286041,11524800
7/23/2003,1.77571404,1.909286022,1.774999976,1.904999971,1.904999971,21898800
7/24/2003,1.921429038,1.953570962,1.871428967,1.885714054,1.885714054,10841600
7/25/2003,1.863571048,1.935714006,1.863571048,1.929999948,1.929999948,5534200
7/28/2003,1.896428943,1.962142944,1.893571019,1.901429057,1.901429057,7495600
7/29/2003,1.91071403,1.928570986,1.875,1.906429052,1.906429052,5357800
7/30/2003,1.91071403,1.912142992,1.84642899,1.853571057,1.853571057,5286400
7/31/2003,1.875,1.878571033,1.771428943,1.871428967,1.871428967,8534400
8/1/2003,1.851428986,1.857143044,1.782142997,1.782142997,1.782142997,6339200
8/4/2003,1.782142997,1.797142982,1.735713959,1.782142997,1.782142997,3676400
8/5/2003,1.792857051,1.817857027,1.732856989,1.736428976,1.736428976,3084200
8/6/2003,1.742856979,1.75,1.633571029,1.668570995,1.668570995,8113000
8/7/2003,1.65071404,1.667857051,1.614285946,1.649286032,1.649286032,7893200
8/8/2003,1.649999976,1.696429014,1.648571014,1.677857041,1.677857041,3339000
8/11/2003,1.667857051,1.780714035,1.667142987,1.772856951,1.772856951,6280400
8/12/2003,1.780714035,1.78571403,1.72428596,1.776429057,1.776429057,3010000
8/13/2003,1.777143002,1.802857041,1.720000029,1.730000019,1.730000019,4537400
8/14/2003,1.73714304,1.820000052,1.730713964,1.781429052,1.781429052,11293800
8/15/2003,1.792857051,1.802857041,1.754999995,1.784999967,1.784999967,5117000
8/18/2003,1.792857051,1.794999957,1.742143035,1.774999976,1.774999976,6335000
8/19/2003,1.792142987,1.855713964,1.75999999,1.845713973,1.845713973,8705200
8/20/2003,1.836429,2.061429024,1.836429,1.980000019,1.980000019,29337000
8/21/2003,2.017857075,2.122857094,2.016428947,2.059999943,2.059999943,19553800
8/22/2003,2.069286108,2.097856998,2.035713911,2.057142973,2.057142973,8395800
8/25/2003,2.036428928,2.047142982,1.946429014,2.005000114,2.005000114,6892200
8/26/2003,1.992856979,2.15357089,1.957142949,2.12785697,2.12785697,13178200
8/27/2003,2.142857075,2.364285946,2.137142897,2.312143087,2.312143087,33322800
8/28/2003,2.355714083,2.357142925,2.189285994,2.25999999,2.25999999,13720000
8/29/2003,2.249285936,2.412857056,2.232142925,2.38071394,2.38071394,11130000
9/2/2003,2.373570919,2.477857113,2.314285994,2.40357089,2.40357089,27102600
9/3/2003,2.465713978,2.531429052,2.354285955,2.378571033,2.378571033,23833600
9/4/2003,2.371428967,2.414285898,2.342856884,2.392143011,2.392143011,8240400
9/5/2003,2.378571033,2.521429062,2.378571033,2.467856884,2.467856884,20844600
9/8/2003,2.444286108,2.535713911,2.428570986,2.480000019,2.480000019,16699200
9/9/2003,2.475713968,2.60928607,2.473571062,2.536428928,2.536428928,10875200
9/10/2003,2.521429062,2.590713978,2.400000095,2.422142982,2.422142982,10642800
9/11/2003,2.428570986,2.446429014,2.290714025,2.347856998,2.347856998,17785600
9/12/2003,2.339286089,2.482856989,2.321429014,2.469285965,2.469285965,16142000
9/15/2003,2.482142925,2.581429005,2.460714102,2.536428928,2.536428928,17876600
9/16/2003,2.646429062,2.67357111,2.546428919,2.564285994,2.564285994,21684600
9/17/2003,2.585714102,2.64071393,2.530714035,2.553570986,2.553570986,11204200
9/18/2003,2.585714102,2.630000114,2.542856932,2.609999895,2.609999895,12215000
9/19/2003,2.607142925,2.685714006,2.556428909,2.642857075,2.642857075,9605400
9/22/2003,2.604285955,2.874285936,2.595000029,2.770714045,2.770714045,22540000
9/23/2003,2.796428919,2.821429014,2.726428986,2.795000076,2.795000076,10446800
9/24/2003,2.805713892,2.809286118,2.706429005,2.714286089,2.714286089,7385000
9/25/2003,2.706429005,2.746428967,2.410000086,2.486428976,2.486428976,20911800
9/26/2003,2.435714006,2.552143097,2.38071394,2.392143011,2.392143011,12187000
9/29/2003,2.322143078,2.417856932,2.172857046,2.391428947,2.391428947,40265400
